slot_id,fixture_id,repeat_id,profile_id,arm,total_budget_seconds,goal_invocation_limit_seconds,goal_reached,warmup_goal_reached,native_import_goal_reached,native_continuation_goal_reached,auxiliary_concrete_goal_confirmed,observation_end_seconds,charged_end_seconds,unused_budget_seconds,completed_sequences,partial_sequences,augmentation_status,accepted_seed_count,miss_or_hit_reason,sequence_new_count,state_new_count,coverage_new_count,event_stream_sha256
bounded_ledger/repeat-05/b32-symbolic-q150,bounded_ledger,5,b32-symbolic-q150,symbolic_augment,32.0,1.5,True,False,True,True,True,30.017482748996624,30.867290332971606,1.1327096670283936,3690,0,completed,1,native_import_goal_reached,2874,16,18,381f5aa0773f19bbb69da6472378e0f3058f33ac337d2e84071b968ca909e547
bounded_ledger/repeat-05/b08-native,bounded_ledger,5,b08-native,native_resume,8.0,,False,False,False,False,False,6.0012557910158595,6.245343833055813,1.7546561669441871,656,0,not_applicable,0,native_continuation_no_goal,628,15,17,0fc0d97c4aef1bb9941c7f13afc85622b13d32f5324fb89ca948ac21fefbfd85
bounded_ledger/repeat-05/b08-concrete,bounded_ledger,5,b08-concrete,concrete_augment,8.0,,False,False,False,False,False,6.006459417015527,6.189934333029669,1.8100656669703312,514,0,no_candidate,0,no_candidate,490,14,17,147e701b563c544fb3e1e9799b9f483d8385575670270793ee49b55e5e520029
bounded_ledger/repeat-05/b08-symbolic-q075,bounded_ledger,5,b08-symbolic-q075,symbolic_augment,8.0,0.75,True,False,True,True,True,6.019080207996648,6.180396499985363,1.8196035000146367,355,0,completed,1,native_import_goal_reached,301,14,18,32163f0d6959ddd20d22dfd76f4b7f9354046bb5aebc7495ec2420952bdcc569
bounded_ledger/repeat-05/b32-native,bounded_ledger,5,b32-native,native_resume,32.0,,False,False,False,False,False,30.004911290997903,30.910654375038575,1.0893456249614246,4013,0,not_applicable,0,native_continuation_no_goal,3701,15,17,5cd67de0b3f8f07dee5044ff636338a2ab4f190fd5542abcc7dd829acc9eeedb
bounded_ledger/repeat-06/b32-symbolic-q075,bounded_ledger,6,b32-symbolic-q075,symbolic_augment,32.0,0.75,True,False,True,True,True,30.021363542020246,30.822973207978066,1.177026792021934,3656,0,completed,1,native_import_goal_reached,2798,12,1,504f82beab6bd33180bb8eef721dcf4e36c3af85313f417e62331a441ea8a27a
bounded_ledger/repeat-06/b32-symbolic-q050,bounded_ledger,6,b32-symbolic-q050,symbolic_augment,32.0,0.5,True,False,True,True,True,30.007535915998655,30.820879540988244,1.1791204590117559,3668,0,completed,1,native_import_goal_reached,2821,12,1,cacbc14b9093f719dbf5d64abba0fc6fe8446645ad275b7a404e47390abf1c81
bounded_ledger/repeat-06/b32-symbolic-q150,bounded_ledger,6,b32-symbolic-q150,symbolic_augment,32.0,1.5,True,False,True,True,True,30.01533474897589,30.857121624983847,1.1428783750161529,3653,0,completed,2,native_import_goal_reached,2660,13,1,e8c4784bc41a82bc70222ed3ec6b126bc6c7854532a3c3125a6ce42f195e6953
bounded_ledger/repeat-06/b08-native,bounded_ledger,6,b08-native,native_resume,8.0,,False,False,False,False,False,6.003846958962022,6.263232874975074,1.736767125024926,669,0,not_applicable,0,native_continuation_no_goal,633,11,0,40fc42db78ee9570bebe3c38659e6677a70d1092a19018ad9d6463da65231850
bounded_ledger/repeat-06/b08-concrete,bounded_ledger,6,b08-concrete,concrete_augment,8.0,,False,False,False,False,False,6.005329166951627,6.249853457964491,1.750146542035509,544,0,no_candidate,0,no_candidate,515,11,0,aaff06e8a69a1a7e1367e72dd2318fdc78ceaa1eed8151d14d1f733aeb5ea603
